,stt,name,address,lat,lng,reviews,rating,query,city
804,805,Bãi Gửi Xe Thành An,"Address: Tân Trại, Phú Cường, Sóc Sơn, Hà Nội 100000, Vietnam",21.2116875,105.7952929,"[""Price is fair but 50k to the airport is a bit high as airport is just 1 km away."", ""Covered parking lot, enthusiastic and quick pick-up and drop-off, affordable prices. Very ok. You should go to this parking lot""]",4.5,bãi đỗ xe sân bay Nội Bài,Hà Nội
805,806,Bãi Gửi Xe Sân Bay Đoàn Lê,"Address: Đội 4 Tân Trại, Phú Cường, Sóc Sơn, Hà Nội 100000, Vietnam",21.2106396,105.7958891,"[""The parking lot is spacious and airy, the owner enthusiastically picks up and picks up the car when parking. Fire protection systems are all equipped,\nGet a free car wash when parking at the lot. …"", ""Your service is very reasonable 👍.\nFire prevention system ok. Enthusiastic 2-way pick-up and drop-off and free car wash. Great 💯. Thank you zai …""]",4.7,bãi đỗ xe sân bay Nội Bài,Hà Nội
806,807,Bãi gửi xe sân bay Nội Bài - KS,"Address: 6Q6W+FGH, Tân Trại, Sóc Sơn, Hà Nội 100000, Vietnam",21.2111899,105.7963453,"[""The K/S car parking lot is spacious and airy, covered, and the staff is quick and attentive. Take care of the car carefully, and even wash the car cleanly for customers before they pick up the car. I'm very pleased.""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
807,808,Bãi gửi xe - Nội Bài,"Address: 6Q6W+H4P, Tân Trại, Sóc Sơn, Hà Nội, Vietnam",21.2114631,105.7953176,"[""Family car park with attentive service. The beach is impeccably clean. Hope the boss has a chance to come back to support"", ""Clean parking lot. Reputable business. Quick landlord. Very ok. Wherever I go, I can meet the boss. Wish boss 8286"", ""The family beach is clean, careful and very considerate. Make an appointment to support the boss""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
808,809,Bãi Gửi Xe Ô Tô Nội Bài Dũng Lợi,"Address: Đội 3 Tân Trại, Phú Cường, Sóc Sơn, Hà Nội 12221, Vietnam",21.2100374,105.7950715,"[""Ok vote 5 stars.  Tien's friends check here and see Tien's comments. This beach is quite ok."", ""I give this beach the highest score among the more than 20 beaches I posted in Noi Bai. But the owner advertised so slowly that I didn't know about it until now. Will post here many more times."", ""Okay. The wide beach is much more beautiful than the beginning of the village. I sent a round in the village and still like this the best. Please send your votes here. Pleasant service 9/10""]",4.6,bãi đỗ xe sân bay Nội Bài,Hà Nội
809,810,Trần Anh Parking,"Address: 6Q7R+9R3, Phú Cường, Sóc Sơn, Hà Nội, Vietnam",21.2133803,105.792057,"[""Bad!\nSlow pick up, scheduled for 3 minutes and got a car. Waited 30 minutes.\nCalled for quote 2 nights 120k when paying asked for 240k"", ""I mistakenly parked my car at the parking lot next door and thought I was parking at TA. When I got there, I called TA to pick me up at sb to get the car. When I got to the parking lot, I realized I made a mistake. I apologized and paid for …""]",3.8,bãi đỗ xe sân bay Nội Bài,Hà Nội
810,811,Trạm phát vé lối vào ga nội địa sân bay Nội Bài,"Address: 6R72+GM5, Phú Cường, Sóc Sơn, Hà Nội, Vietnam",21.2137584,105.8017419,"[""Small and cute airport with several shops. Aiport is very clean including toilets and in this sense much better the rest of Vietnam airports.""]",4.3,bãi đỗ xe sân bay Nội Bài,Hà Nội
811,812,Bãi gửi xe Tuấn Đào OFFB,"Address: Ngõ 78, Thôn Tân Trại, Sóc Sơn, Hà Nội 10000, Vietnam",21.2080589,105.7962173,"[""Never been to the parking lot to visit him but I am extremely satisfied with his service. When I get near the lobby, I call him to pick up the car. When I land, I call him to bring the car up. When traveling or going somewhere at night, Mr. Tuan Dao is number 1.""]",4.5,bãi đỗ xe sân bay Nội Bài,Hà Nội
812,813,BÃI GỬI XE HẢI YẾN,"Address: Tân Trại, Phú Cường, Sóc Sơn, Hà Nội, Vietnam",21.2060001,105.7943897,"[""good service see you next time"", ""Enthusiastic service."", ""Good, see you next time""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
813,814,Bãi Gửi Xe Minh Thu,"Address: Đường Thiện Tâm, Tân Trại, Sóc Sơn, Hà Nội 10000, Vietnam",21.2117225,105.7959081,"[""When my family goes on a trip, we park the car at the parking lot. The two of us drove very carefully and even offered drinks. Overall, thoughtful and enthusiastic."", ""The parking lot is clean and the entrance is airy. The thoughtful homeowner even washed my car."", ""The parking lot is large, clean, and has good security. The day I sent it there was a pretty sister, so I was happy""]",4.3,bãi đỗ xe sân bay Nội Bài,Hà Nội
814,815,Bãi gửi xe Vườn Xưa ( Nội Bài ),"Address: Tân Trại, Soc Son, Hanoi, Vietnam",21.2102459,105.7964284,"[""The owner is enthusiastic, the parking lot is clean, near the airport, I will come back, yes, sir. The car wash is clean, the shuttle is ok."", ""Friendly owner ok wide beach great"", ""Large, airy parking area, ideal place to park cars""]",5.0,bãi đỗ xe sân bay Nội Bài,Không xác định
815,816,Bãi gửi xe Trung Kiên,"Address: Thôn Tân Trại, Phú Cường, Sóc Sơn, Hà Nội 100000, Vietnam",21.2131743,105.7918291,"[""The parking lot is very reputable, the price is so reasonable, I sent 75 hours over 3 days to the airport lobby, and only charged 200k. Most respectfully, the owner still enthusiastically came out to welcome us back to the parking lot at 12 o'clock at night, when it was 10 degrees cold."", ""The parking lot serves enthusiastically. Also very agile. I'll always be there when I call you. Next time I'll bring a few people there."", ""Parking here is quite ok. Reasonable prices and professional staff pick you up at your door. Very satisfied with the yard's service""]",4.7,bãi đỗ xe sân bay Nội Bài,Hà Nội
816,817,Bãi gửi xe Thanh Tân,"Address: thôn Tân Trại, Phú Cường, Sóc Sơn, Hà Nội 100000, Vietnam",21.2105073,105.7930355,"[""Fully covered parking lot. Enthusiastic support, free car pick-up at the lobby, 24/7 camera. You can request the parking lot to share the camera directly to observe your car."", ""Enthusiastic staff, cheap price, safe. Really like the way the staff welcomes. Will recommend to friends""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
817,818,Bãi Gửi Xe Yến Minh,"Address: 6Q7W+3CJ, Phú Cường, Sóc Sơn, Hà Nội, Vietnam",21.2127114,105.7965173,"[""Great, the parking lot is right at the beginning of the village, very close to the airport, and the price is very reasonable. The service is very professional. The parking lot is very spacious and has a carefully covered roof. This is a reputable and reliable address."", ""Too good and reputable""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
818,819,Bãi gửi xe Nội Bài Hạ Vy,"Address: Tân Trại, Soc Son, Hanoi 100000, Vietnam",21.2101296,105.7941995,[],3.0,bãi đỗ xe sân bay Nội Bài,Không xác định
819,820,Bãi gửi xe Giang Còi - Nội Bài,"Address: Tân Trại, Phú Cường, Sóc Sơn, Hà Nội 10000, Vietnam",21.2098247,105.7949697,"[""Parking lot near the airport, very convenient for those who fly early or return late. Large lot, fully covered, with security cameras. When picking up the car, there is a free car wash. Especially, no need to leave the key, very secure."", ""The service is very enthusiastic, clean, near the airport, very good service, covered, online 24/7, has a shuttle, will support long term🩷🩷 …"", ""Enthusiastic service, parking lot near the airport, has camera, has shuttle. Will come back to support😘 …""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
820,821,Xe sân bay nội bài,"Address: 6Q4R+W89, Phú Cường, Sóc Sơn, Hà Nội, Vietnam",21.2072925,105.790872,"[""Nice, new car. Good service. Drive attentively and carefully"", ""Good, attentive and enthusiastic service""]",4.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
821,822,Bãi gửi xe oto sân bay Thắng Hiếu,"Address: Đội 2 thôn, Tân Trại, Phú Cường, Sóc Sơn, Hà Nội, Vietnam",21.2124858,105.7932394,"[""Great service, clean parking lot, with sun and rain cover. Carefully maintained passenger vans. Funny owner."", ""Parked the car here, fully equipped, guaranteed security, and has a very convenient free car wash service!!!"", ""Parked my car here, very good service""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
822,823,Gửi xe sân bay nội bài Tuấn Hường,"Address: Đội 1 Thôn Tân Phú Phú Cường Hà nội, Hanoi City, 100000, Vietnam",21.2100838,105.7955857,[],5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
823,824,Bãi gửi xe ÔTÔ Nội Bài Văn Cường,"Address: Tân Trại, 4, Sóc Sơn, Hà Nội, Vietnam",21.2128468,105.7947321,"[""Spacious parking lot, clean, fast. Will come back ok"", ""Spacious parking lot, clean and reputable"", ""Spacious parking lot. Clean. Very satisfied.""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
824,825,Bãi Gửi Xe 89 Nội Bài,"Address: Đường Tân Trại, thôn Tân Trại, Phú Cường, Sóc Sơn, Hà Nội 100000, Vietnam",21.2110246,105.7943178,"[""The parking lot is very reputable""]",4.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
825,826,Bãi Gửi Xe Ô tô qua đêm Thành Hùng,"Address: 124 Tân Trại, 3, Sóc Sơn, Hà Nội 100000, Vietnam",21.2122408,105.7957029,"[""Parking is safe and convenient.\nGood shuttle support."", ""Sent and became familiar, reputable, free transport of motorbikes, 50k cars, leave the key for the owner of the parking lot ready to be typed so you don't have to enter the parking lot"", ""Procedures for sending a car are quick and safe. Airport transfer by motorbike is not good because it goes in the opposite direction and does not wear a helmet""]",4.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
826,827,Bãi Gửi Xe Minh Nguyên,"Address: Đội 2, Tân Trại, Sóc Sơn, Hà Nội, Vietnam",21.2124138,105.7915455,"[""The owner is very enthusiastic!"", ""The parking lot is very ok. I chose the parking lot because of the good reviews of some people right on Google Map. The owner of the parking lot is friendly. I don't need to leave the key, he took me from the parking lot to the airport and …"", ""Your family is enthusiastic and friendly. Next time you wash your car, it will be sent to your yard.""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
827,828,Bãi gửi xe Hoàn Thuyết,"Address: Thôn Tân Trại, Phú Cường, Hà Nội, 100000, Vietnam",21.2080576,105.7952898,"[""I sent it many times and introduced many friends. Although the beach is a bit far from the beginning of the village, it is not too far. In return, it is very spacious, not close to the car, the owner enthusiastically picks up guests, and …"", ""Every time I fly, I send this card. The owner serves attentively and enthusiastically. Spacious parking lot, no need to put cars too close together, full fire fighting equipment, very peace of mind."", ""The beach is spacious and airy, but as far as I know, the bus station lends a ride to other beaches. Now that they don't give rides anymore, they do dirty things and say bad things about the beach. If the customer doesn't want to change their mind, but politely message them back, they're still ok.""]",4.4,bãi đỗ xe sân bay Nội Bài,Hà Nội
828,829,Điểm trông giữ xe ô tô Hoàng Long,"Address: Gần Sân Bay Nội Bài, Hà Nội 100000, Vietnam",21.2080748,105.7929218,"[""reputable and discreet parking lot, the owner is very enthusiastic and friendly, and you also get a free car wash!! I will support this lot for a long time.""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
829,830,Bãi gửi xe Nội Bài Tuấn Hiền,"Address: Bãi gửi xe Nội Bài Tuấn Hiền Đội, 1 Tân Trại, Phú Cường, Sóc Sơn, Hà Nội 100000, Vietnam",21.2099429,105.7923973,"[""Spacious, covered parking lot, free car wash, airport pick-up and drop-off"", ""Large, covered parking lot, close to the airport and airport pick-up, 5 stars!"", ""Friendly, reputable, good service quality.""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
830,831,Sân Bay Nội Bài (Nhà Ga T2) - Phú Cường,"Address: Phú Cường, Soc Son, Hanoi, Vietnam",21.2169361,105.7938026,"[""Hanoi's Noi Bai International Airport, or Ha Noi airport, has got some impressive reviews! It's ranked 11th globally and 5th in Asia for its awesome queue management, which means less waiting around for you. This airport has a 3-star rating …"", ""A simple airport, with nothing much to do. Lots of parking outside and roads leading out of airport was well built and maintained."", ""The sale assistant was very rude. She asked me and my baby out for her to having lunch. I said We just watching and she very upset and said I need to eat. What is the bad customer service!""]",4.4,bãi đỗ xe sân bay Nội Bài,Không xác định
831,832,Bãi Gửi Xe Qua Đêm Tiến Thành,"Address: Tân Trại, Soc Son, Hanoi 100000, Vietnam",21.2133498,105.7916687,"[""The yard is very reputable. The price is reasonable. If I have a chance, I will come back to support"", ""Very good service, attentive staff""]",5.0,bãi đỗ xe sân bay Nội Bài,Không xác định
832,833,Bãi gửi xe Ngọc Sơn,"Address: 6Q6V+CVM, Tân Trại, Sóc Sơn, Hà Nội, Vietnam",21.2110958,105.7946571,"[""Enthusiastic and funny family. Very thoughtful, pick you up at your door, 24/7"", ""The beach is clean and covered, with pick-up and drop-off. Will come back"", ""Pretty good service. Will always support next time.""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
833,834,Bãi gửi xe Tiến Hùng,"Address: Đường sân bay, Hà Nội, Vietnam",21.2128998,105.7977547,[],4.3,bãi đỗ xe sân bay Nội Bài,Hà Nội
834,835,Bãi gửi xe Trinh Hùng - Nội Bài,"Address: Tân Trại, Phú Cường, Sóc Sơn, Hà Nội 100000, Vietnam",21.2114086,105.7943383,"[""Enthusiastic and thoughtful pick-up and drop-off to the airport. Covered. Reasonable price 60k/day."", ""Great, pick up and deliver car at airport lobby, no extra charge, cheap price 60k/ 1 day and night and free car wash.""]",3.8,bãi đỗ xe sân bay Nội Bài,Hà Nội
835,836,Gửi xe nội bài Duy Xuân,"Address: 6Q6W+P4X, Tân Trại, Sóc Sơn, Hà Nội, Vietnam",21.211802,105.795352,"[""Easy to find, near Noi Bai airport, enthusiastic host""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
836,837,Bãi gửi xe qua đêm Hải TRỌC,"Address: Tân Trại, Soc Son, Hanoi, Vietnam",21.2109487,105.7952427,"[""You don't have to worry about going to the airport anymore ✅"", ""Reasonable price and enthusiastic welcome""]",5.0,bãi đỗ xe sân bay Nội Bài,Không xác định
837,838,Bãi gửi xe Bình An khu vực Sóc Sơn,"Address: 6Q5V+X98, Tân Trại, Phú Cường, Sóc Sơn, Hà Nội, Vietnam",21.2099375,105.7934375,"[""Spacious parking lot, very cool, peace of mind when sending the car on long business trips. I sent the yard owner a long time to get a monthly ticket. Extremely conscientious and reputable. Will support long beach"", ""The parking lot is large, cool, and has peace of mind like the name of the parking lot \""Binh An\"". The garage can pick up and return the car at the airport, very convenient"", ""Wide and airy beach. The car is washed clean. The owner is very enthusiastic""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
838,839,Bãi Gửi Xe Oto Trường Trọc (24/24),"Address: 6Q6W+HR, Phú Cường, Sóc Sơn, Hà Nội 100000, Vietnam",21.2111739,105.796933,"[""60k/day with shuttle to the airport""]",5.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
839,840,Noi Bai Car - Xe Sân Bay Nội Bài Hoàng Anh,"Address: Phú Cường, Soc Son, Hanoi 00000, Vietnam",21.2141578,105.7970451,"[""The driver is handsome, enthusiastic with customers, the car runs smoothly and has good soundproofing, the car has the smell of lemongrass essential oil, suitable for people who often get car sick on long journeys. I will support you for a long time❤️""]",5.0,bãi đỗ xe sân bay Nội Bài,Không xác định
840,841,Sân Bay Nội Bài,"Address: Phú Cường, Soc Son, Hanoi, Vietnam",21.2148278,105.8000255,"[""I went to burger king and was good but we got our food and forgot to give us the ice cream that came with the value pack"", ""The sale assistant was very rude. She asked me and my baby out for her to having lunch. I said We just watching and she very upset and said I need to eat. What is the bad customer service!"", ""The airport is clean and busy but i got a nice support from the staffs here. Good!""]",4.2,bãi đỗ xe sân bay Nội Bài,Không xác định
841,842,Bãi Đỗ Xe Nhà Ga T1 (Chiều Kim Mã Đi Sân Bay NB),"Address: Phú Cường, Soc Son, Hanoi, Vietnam",21.2148911,105.7999595,"[""Clean , safety . Easy to get ."", ""Located near T2 station. In the afternoon, returning to the city, you will have to go to T1 station.""]",5.0,bãi đỗ xe sân bay Nội Bài,Không xác định
842,843,Bãi gửi xe Thiên Kỳ,"Address: Tân Trại, Phú Cường, Sóc Sơn, Hà Nội, Vietnam",21.2111067,105.795262,[],4.0,bãi đỗ xe sân bay Nội Bài,Hà Nội
843,844,Bãi gửi xe khách sạn Airport Transit - Sân bay Nội Bài,"Address: 22 Đ. Võ Nguyên Giáp, Thái Phù, Sóc Sơn, Hà Nội 100000, Vietnam",21.2025988,105.8328127,[],,bãi đỗ xe sân bay Nội Bài,Hà Nội
844,845,Hong Ha Parking Lot,"Address: 65 Hồng Hà, Phường 2, Tân Bình, Hồ Chí Minh, Vietnam",10.8103133,106.67024,"[""where Vietnam's first Boeing 707 was abandoned"", ""Wide, airy beach"", ""What day will I send the car, boss?""]",4.7,bãi đỗ xe sân bay Tân Sơn Nhất,Hồ Chí Minh
845,846,Hồ Chí Minh Sân bay Tân Sơn Nhất Bãi đậu xe nội địa,"Address: Phường 2, Tân Bình, Ho Chi Minh City, Vietnam",10.8134583,106.6631069,[],3.3,bãi đỗ xe sân bay Tân Sơn Nhất,Không xác định
846,847,TCP Garage- Tan Son Nhat International Airport,"Address: 45 Đ. Trường Sơn, Phường 2, Tân Bình, Hồ Chí Minh 700000, Vietnam",10.8134656,106.6635795,"[""This is the carpark for the domestic passenger terminal at Tan Son Nhat Airport. The side which faces the airport terminal building are consisted of food and beverages outlets like Mc Donalds and Starbucks."", ""Rude staff, zero respect between humans. I wonder if they hate their job so much or unwilling to work, why not stay at home? Nobody forces you to work."", ""I'm going to start parking elsewhere. Every time I leave my bike here for a couple of days, I come back to a broken mirror or a stolen helmet. …""]",3.5,bãi đỗ xe sân bay Tân Sơn Nhất,Hồ Chí Minh
847,848,Xe đón sân bay đi tỉnh giá rẻ,"Address: Tan Son Nhat Air Cargo Terminal, Nguyễn Văn Vĩnh, Phường 4, Tân Bình, Hồ Chí Minh, Vietnam",10.8136915,106.6667764,[],5.0,bãi đỗ xe sân bay Tân Sơn Nhất,Hồ Chí Minh
848,849,Bãi đỗ xe máy Aeon Mall,"Address: 30 Đ. Tân Thắng, Sơn Kỳ, Tân Phú, Hồ Chí Minh 700000, Vietnam",10.8014797,106.6182449,"[""Free, large parking lot"", ""Extremely large parking lot, best kept for free""]",5.0,bãi đỗ xe Aeon Mall,Hồ Chí Minh
849,850,Aeon Mall Long Biên (Đối Diện Cột Điện T4A/2A-B Đường Cổ Linh),"Address: Long Biên, Hanoi, Vietnam",21.0255422,105.900188,"[""Had a good shopping experience"", ""I really like Aeon Mall Long Bien because of 2 factors: there is a stroller for babies from 3 months old, the stroller can be adjusted to lie down or sit, helping me not have to carry the baby, making it easier to experience shopping, there …"", ""modern shopping center, excellent services, with quality products.""]",4.7,bãi đỗ xe Aeon Mall,Không xác định
850,851,Aeon Mall Long Biên,"Address: Long Biên, Hanoi, Vietnam",21.025079,105.90118,"[""Very good place to do shoping, the goods’s quality is verified and checked clearly!"", ""Among all the supermarkets in Hanoi, Aeon Mall is always number one in terms of service quality, variety and freshness of goods, services for mothers and babies are beyond belief, clean food, extremely convenient, free parking and spacious, great for virtual living ;)""]",4.1,bãi đỗ xe Aeon Mall,Không xác định
851,852,Đối Diện Aeon Mall Long Biên (Cột Điện T4A/2A-B Đường Cổ Linh),"Address: Long Biên, Hanoi, Vietnam",21.0254488,105.8997249,"[""Service is relatively good""]",4.1,bãi đỗ xe Aeon Mall,Không xác định
852,853,Nhà đỗ xe hơi Aeon Mall Tân Phú Celadon,"Address: 30 Đ. Tân Thắng, Sơn Kỳ, Tân Phú, Hồ Chí Minh, Vietnam",10.8003181,106.6156301,"[""The garage is very spacious, with separate entrances and exits, wide corners, and quite a slope so it's easy to get in and out.\nThe garage staff is very enthusiastic and especially free"", ""Large parking lot, easy to handle corners, gentle slope. FREE OF CHARGE.""]",4.9,bãi đỗ xe Aeon Mall,Hồ Chí Minh
853,854,Bãi Đỗ. Xe Oto Aeon,"Address: 2VGX+VFG, Long Biên, Hà Nội, Vietnam",21.0269462,105.8985723,"[""The parking lot is very large. If it's crowded, go to the 4th floor."", ""Convenient, free.""]",4.7,bãi đỗ xe Aeon Mall,Hà Nội
854,855,Nhà Để Xe Cán Bộ - Nhân Viên Bệnh Viện,"Address: 2R3Q+6V9, Phương Mai, Đống Đa, Hà Nội, Vietnam",21.0030423,105.8397335,"[""It's very bad. When I went to the hospital to go to the parking lot, the security guard didn't let me in and went through another gate. It wasn't clear because M was in a far away province so I didn't know so I turned around to look for the …""]",4.0,bãi đỗ xe bệnh viện Bạch Mai,Hà Nội
855,856,Bach Mai Hospital,"Address: 78 Đ. Giải Phóng, Phương Đình, Đống Đa, Hà Nội, Vietnam",21.0019627,105.8410423,"[""I had an excellent experience at this hospital, especially as a foreigner who doesn’t speak the language. My son was having an asthma attack due to the change in weather, poor air quality, and smoke. Even though we were using his rescue …"", ""My wife pay 400k to see the doctor about a strong headache since she got pregnant. …"", ""One of the biggest, the best-equipped hospitals not only in Hanoi, but also in Vietnam.""]",4.0,bãi đỗ xe bệnh viện Bạch Mai,Hà Nội
856,857,Bệnh Viện Bạch Mai - 78 Giải Phóng,"Address: Đống Đa, Hanoi, Vietnam",21.0010301,105.8411324,"[""We were tripping around Vietnam and my friend suffered a stroke. After he was stabilised I got him to this hospital in Hanoi. There was a very competent, efficient English speaking Vietnamese doctor at the top of the ramp going into the …"", ""Good place to see the doctor""]",4.1,bãi đỗ xe bệnh viện Bạch Mai,Không xác định
857,858,Greenway Self-Park Garage,"Address: 60 W Kinzie St, Chicago, IL 60654",41.8893768,-87.630126,"[""By far the worst experience I have ever had in a parking garage. I had purchased a prepaid ticket on Spot Hero. I scanned my prepaid ticket and my car was having issues excelling forward. My time was then up and the lever closed down. I …"", ""If you’re using SpotHero for this parking garage, please be careful.\n\nI don’t usually post reviews but the terrible customer service I received on …"", ""My prepaid QR wasn't working so I pressed the help button. The lady who responded wasn't helpful at all. She kept telling me to scan the QR code. I told her that wasn't working so she told me I had to leave. But there were already people …""]",3.7,bãi đỗ xe công cộng,Không xác định
858,859,Bãi Đỗ Xe Công Cộng Tuyên Quang,"Address: R6G3+46X, P. Phan Thiết, Tuyên Quang, Vietnam",21.8253663,105.2031154,[],,bãi đỗ xe công cộng,Phan Thiết
0,1,Parking 1 (bãi đỗ xe),"
293 Đ. Lê Duẩn, Lê Đại Hành, Đống Đa, Hà Nội, Vietnam",21.0149662,105.8415221,"[""Parking space is clear and convenient""]",4.5,bãi đỗ xe,
1,2,Parking 2 (bãi đỗ xe),"
65HW+96V, Lộc Thọ, Nha Trang, Khánh Hòa 650000, Vietnam",12.2284388,109.1954558,"[""Large parking lot, 24/7 surveillance cameras\nSecurity available\nCheap"", ""Spacious parking and better vehicle movement"", ""patient 1 month\nCan you send the car?"", ""Wide beach, close by, ok price 👍 …"", ""Wide, cheap beach""]",4.8,bãi đỗ xe,
2,3,Parking 3 (bãi đỗ xe),"
8(Hoc vien Ngan hang Viet Nam) Đ. Tôn Thất Thiệp, Bến Nghé, Quận 1, Hồ Chí Minh, Vietnam",10.77389,106.702881,"[""Scammers! Don’t ever park your bike there. They charge 20k for few hours parking, which is for vn standard’s quite scammy!!!!"", ""20k for a bike??? Nah"", ""Expensive"", ""More expensive than other places. Weekends or when PDB has festivals, the price is 15-20k. During Tet and holidays, it is 30-50k. Why haven't I seen the police working?"", ""I parked my car on April 19, 2025 from 7:00 a.m. to 9:30 a.m., the parking lot was trying to cram the car around without a smart key, so I thought I'd find it. There's no driveway. When I asked the guy inside about the pre-paid price, he …"", ""The parking lot is uneducated and uneducated, cramming other people's cars. April 19 is a normal day, it's not a holiday yet, the price is 50k, the staff even wants to punch customers while going in and out, blocking the road, the cars are pushed together and then crash loudly!"", ""Seeing myself taking out my phone to record, my attitude was completely different. At first it was terrible. The story is that I visited the parking lot on October 25, 2024 around 9pm. When I went in, there was a guy (he couldn't speak). I …"", ""Business is bad. Quoting a price at one time and then pressuring the price. Why live without virtue? Went to see the drone and reported 20k. When I came out, I got 30k. The problem is I don't save 30k but please list the price. Quoted one price but when I went out I got the same price, I felt like a cow trying to lead the star."", ""The parking lot is located in a central location\nIt seems to be a spontaneous parking lot so the staff is not professionally trained …""]",2.2,bãi đỗ xe,
3,4,Parking 4 (bãi đỗ xe),"
Tân Trại, Soc Son, Hanoi, Vietnam",21.2128953,105.7975688,"[""Great, professional, pleasant services"", ""Good service, enthusiastic (I arrived at the parking lot but forgot the key, they came back the second time without complaining). The parking lot is very spacious with a separate area for pickup trucks, the best thing is that it has a roof. …"", ""The service is quite ok. The minus point is that my car was very dirty after 2 months when I received it. I told the delivery staff and they said the car wasn't dirty at all 🤣🤣. The business owner said: I told the staff to wash it for me but maybe the staff forgot, sorry!!! 😄😁 …"", ""Parking many times, enthusiastic, reasonable price, with car to the airport"", ""Enthusiastic, have a phone number to go to the airport to call the driver to return the post. When you fly back and drive out, if you don't want to return the key, a car or motorbike will come pick you up. Very enthusiastically remind customers of flight times, including 5am :)"", ""If you have friends going to the airport and want to park your car, please come here. Service quality is ok. Coverage guaranteed"", ""Good service quality. Next time, send it again."", ""Enthusiastic and thoughtful service"", ""Call enthusiastically. And fast"", ""10 points for the owner""]",4.6,bãi đỗ xe,
4,5,Parking 5 (bãi đỗ xe),"
658Q+37X, Đ. Số 10, Phước Long, Nha Trang, Khánh Hòa, Vietnam",12.21525,109.188224,[],,bãi đỗ xe,
5,6,Parking 6 (bãi đỗ xe),"
128E P. Nguyễn Đức Cảnh, Cát Dài, Lê Chân, Hải Phòng, Vietnam",20.8534544,106.6717501,"[""Recently, there has been a phenomenon of occupying public parking areas for private purposes, encroaching on sales, and parking is no longer as comfortable as in the beginning."", ""This place often has problems with lack of space and a lot of trash."", ""Spacious car parking lot in Hai Phong."", ""The parking lot is large and crowded."", ""Need cut""]",4.5,bãi đỗ xe,
6,7,Parking 1 (parking lot),"
Old Upper Thomson Rd, Parking lot, Singapore 573868",1.3703809,103.8275546,"[""\nWrite a review"", ""Write a review"", ""\nSort"", ""nature"", ""public toilet""]",4.2,parking lot,
7,8,Parking 2 (parking lot),"
Lornie Road, Reservoir Rd, Parking lot",1.3412162,103.8340349,"[""\nWrite a review"", ""Write a review"", ""\nSort"", ""jogging""]",4.4,parking lot,
8,9,Parking 3 (parking lot),"
18 Angullia Park, Singapore 239973",1.3049144,103.8297696,"[""Outdoor carpark at cheap rates in orchard. It is strategically located between far east shopping center with walking access to Ion. As it is outdoor and laden with trees all around, you will have a high chance to get bird poop on your car. …"", ""Horrible carpark for motorcycles.Many foreigners who parked there have no regard nor respect as to how it works down here by parking very,very really close to the bikes next to them like how they would do back there.Many shared lots when it is supposed to be one bike for one lot."", ""Quite a big open space car park. Came early and only left few lots. Not really cheap car park."", ""Had a few experiences of waiting for hubby and inconsiderate drivers esp SUV will happily slam into your car thinking nobody.  Park at own risk. TOYOTA SS6605CC ie consular corp diplomat Hongkie sounding owner-- just don't park beside his …"", ""Economical parking at Orchard, just that it is unsheltered. Went on a Sunday morning before 11am and there were still 100+ lots. Perhaps if anyone knows any other economical options can let me know?"", ""Quite full when I visited at lunch time. Traffic is ok. Manage to get a slot within 10 minutes. There are many cars waiting as well at the timing, just need to get lucky to get slot near where you are waiting. Left around 3pm and there were …"", ""Cheapest parking in orchard (I think!) Gets filled up quickly but the turnover is fast too. People coming and leaving every 5-7mins."", ""Cheapest carpark along Orchard rd. Only if u can find a lot. Avoid peak hr betw 12-2pm and after 5pm"", ""The traffic movement here is quite disoriented."", ""Carpark always full & expensive for a few hours""]",4.0,parking lot,
9,10,Parking 4 (parking lot),"
316B Ang Mo Kio Street 31, Singapore 563316",1.3644583,103.8476638,"[""Of the 3 MSCPs in Teck Ghee Vista, this one is the closest to Teck Ghee Court Food Centre & the Ang Mo Kio–Yio Chu Kang Town Council office, with sheltered walkways linking them. The car park has 6 levels, with a passenger lift at Staircase …""]",3.0,parking lot,
10,11,Parking 5 (parking lot),"
31 Hindoo Rd, Singapore 209119",1.3079722,103.8545876,"[""Good carpark with normal rates that you can find all round singapore. Its near many malls and shops as well as a variety of food options. It is a prime location to park your car if you do not wish to park on the roadside illegally or climb the stairs up to the nearby multistory carpark"", ""Very good""]",5.0,parking lot,
